State Code,County Code,CO Units,CO Mean,State Name,County Name,City Name,NO2 Units,NO2 Mean,Ozone Units,Ozone Mean,SO2 Units,SO2 Mean,lat,lon,AQI
39,157,NA,NA,Ohio,Tuscarawas,Dover,NA,NA,NA,NA,Parts per billion,10.438298479147779,40.515342,-81.47845,34
47,157,Parts per million,1.8225462238095238,Tennessee,Shelby,Memphis,NA,NA,Parts per million,0.027767138643067846,NA,NA,35.1329635,-90.0937895,12
17,161,Parts per million,1.6187285129682998,Illinois,Rock Island,Moline,NA,NA,NA,NA,NA,NA,41.5092005,-90.51346749999999,5.5
17,163,Parts per million,1.0655022631124913,Illinois,Saint Clair,East Saint Louis,NA,NA,Parts per million,0.023545026707132016,Parts per billion,10.455273894586405,38.612034,-90.160477,58
18,163,NA,NA,Indiana,Vanderburgh,Not in a city,Parts per billion,21.80703451345962,NA,NA,NA,NA,37.939485999999995,-87.683352,15
18,165,NA,NA,Indiana,Vermillion,Not in a city,NA,NA,NA,NA,Parts per billion,9.350603148371532,39.878371,-87.40723799999999,19
29,165,Parts per million,2.7691836666666667,Missouri,Platte,Kansas City,NA,NA,Parts per million,0.020227122080679404,NA,NA,39.300033,-94.700244,9
17,167,Parts per million,1.5086957764820215,Illinois,Sangamon,Springfield,NA,NA,NA,NA,NA,NA,39.813139,-89.62501466666666,11
18,167,NA,NA,Indiana,Vigo,Not in a city,Parts per billion,10.402493388888889,NA,NA,NA,NA,39.302817,-87.481133,26
19,169,NA,NA,Iowa,Story,Ames,NA,NA,NA,NA,Parts per billion,2.8133487057291666,42.018875,-93.623274,9
27,171,NA,NA,Minnesota,Wright,Not in a city,NA,NA,NA,NA,Parts per billion,0.4699857906869525,45.332743,-93.94192199999999,0
18,173,NA,NA,Indiana,Warrick,Not in a city,NA,NA,NA,NA,Parts per billion,10.24443071865308,37.937560999999995,-87.314173,66
20,173,Parts per million,1.3441815490605429,Kansas,Sedgwick,Wichita,NA,NA,NA,NA,NA,NA,37.741733499999995,-97.326195,21
18,177,NA,NA,Indiana,Wayne,Richmond,NA,NA,NA,NA,Parts per billion,9.883112129559748,39.813367,-84.891871,33
