State Code,County Code,CO Units,CO Mean,State Name,County Name,City Name,NO2 Units,NO2 Mean,Ozone Units,Ozone Mean,SO2 Units,SO2 Mean,lat,lon,AQI
19,181,NA,NA,Iowa,Warren,Not in a city,NA,NA,Parts per million,0.030424181395348835,NA,NA,41.285533,-93.58398299999999,37
18,183,NA,NA,Indiana,Whitley,Not in a city,Parts per billion,5.970121143960674,NA,NA,Parts per billion,0.6149629667910448,41.169646,-85.62929199999999,3
29,183,NA,NA,Missouri,Saint Charles,West Alton,NA,NA,Parts per million,0.0301455924556213,NA,NA,38.872546,-90.22648799999999,6
37,183,Parts per million,0.2659795290858726,North Carolina,Wake,Raleigh,NA,NA,NA,NA,NA,NA,35.856111,-78.574167,NaN
17,185,NA,NA,Illinois,Wabash,Mount Carmel,NA,NA,NA,NA,Parts per billion,2.0348385657534247,38.397788999999996,-87.773853,4
21,185,NA,NA,Kentucky,Oldham,Buckner,NA,NA,Parts per million,0.03279587817258883,NA,NA,38.400200000000005,-85.44427999999999,32
29,186,NA,NA,Missouri,Sainte Genevieve,Not in a city,NA,NA,Parts per million,0.03346441395348837,NA,NA,37.900839999999995,-90.42388,27
47,187,NA,NA,Tennessee,Williamson,Fairview,NA,NA,Parts per million,0.03221719262295082,NA,NA,35.949765,-87.138246,27
29,189,NA,NA,Missouri,Saint Louis,Bridgeton,Parts per billion,12.595378243697478,NA,NA,NA,NA,38.621395,-90.576965,18
20,191,NA,NA,Kansas,Sumner,Not in a city,Parts per billion,4.055882331506849,Parts per million,0.03221006849315068,Parts per billion,0.924475044198895,37.47689,-97.366399,7.666666666666667
19,193,NA,NA,Iowa,Woodbury,Not in a city,NA,NA,NA,NA,Parts per billion,0.295316398630137,42.329488999999995,-96.368513,0
21,193,NA,NA,Kentucky,Perry,Hazard,NA,NA,Parts per million,0.02486464609053498,NA,NA,37.28329,-83.20931999999999,14
20,195,NA,NA,Kansas,Trego,Not in a city,Parts per billion,1.5192242336448598,Parts per million,0.03073005315614618,Parts per billion,0.8269647167630058,38.770081,-99.763424,12.333333333333334
17,197,NA,NA,Illinois,Will,Braidwood,NA,NA,Parts per million,0.029542515789473683,NA,NA,41.221537,-88.190967,24
21,199,NA,NA,Kentucky,Pulaski,Somerset,NA,NA,Parts per million,0.03554556876456876,NA,NA,37.09798,-84.61152,27
17,201,NA,NA,Illinois,Winnebago,Loves Park,NA,NA,Parts per million,0.02451180868582499,NA,NA,42.334982,-89.037775,24
48,201,Parts per million,0.2863900498960499,Texas,Harris,Houston,NA,NA,NA,NA,NA,NA,29.82094933333333,-95.28927533333334,2
48,203,NA,NA,Texas,Harrison,Not in a city,Parts per billion,2.48474318630137,Parts per million,0.02388642739726027,NA,NA,32.669001,-94.167468,9.5
20,209,Parts per million,0.28503353693181815,Kansas,Wyandotte,Kansas City,Parts per billion,10.910751261707988,Parts per million,0.027120024725274725,Parts per billion,1.4984359144079886,39.117219,-94.635605,12.333333333333334
13,213,NA,NA,Georgia,Murray,Chatsworth,NA,NA,Parts per million,0.031958208023774144,NA,NA,34.785219,-84.626423,38
13,215,NA,NA,Georgia,Muscogee,Columbus,NA,NA,Parts per million,0.02490153765323993,NA,NA,32.521271999999996,-84.94463499999999,31
21,221,NA,NA,Kentucky,Trigg,Not in a city,NA,NA,Parts per million,0.03227082686980609,NA,NA,36.7841,-87.8499,24
13,223,Parts per million,0.24062828,Georgia,Paulding,Not in a city,Parts per billion,1.881731661931818,Parts per million,0.03157145491803279,NA,NA,33.9285,-85.04534,18.5
21,227,NA,NA,Kentucky,Warren,Smiths Grove,NA,NA,Parts per million,0.026942145454545454,NA,NA,37.04926,-86.21486999999999,29
21,229,NA,NA,Kentucky,Washington,Not in a city,NA,NA,Parts per million,0.03463588381742738,NA,NA,37.7046,-85.0485,25
13,231,NA,NA,Georgia,Pike,Not in a city,NA,NA,Parts per million,0.030150357340720222,NA,NA,33.1787,-84.40520000000001,31
48,231,NA,NA,Texas,Hunt,Greenville,Parts per billion,3.8114785561643836,NA,NA,NA,NA,33.153088,-96.115572,4
13,245,NA,NA,Georgia,Richmond,Augusta,NA,NA,Parts per million,0.026940151133501258,Parts per billion,1.093714199086758,33.4339,-82.0224,11.5
48,245,Parts per million,0.1464682611111111,Texas,Jefferson,Nederland,NA,NA,NA,NA,NA,NA,30.007673999999998,-94.0409665,5
13,247,NA,NA,Georgia,Rockdale,Conyers,Parts per billion,3.4129388379120877,Parts per million,0.027062666666666665,NA,NA,33.588544999999996,-84.069608,20.5
48,251,NA,NA,Texas,Johnson,Cleburne,NA,NA,Parts per million,0.031989668493150686,NA,NA,32.353595,-97.436742,7
48,257,NA,NA,Texas,Kaufman,Kaufman,Parts per billion,3.0931305857142855,Parts per million,0.02983673698630137,Parts per billion,0.4761591821917808,32.564968,-96.31768699999999,6
13,261,NA,NA,Georgia,Sumter,Leslie (RR name Leslie-DeSoto),NA,NA,Parts per million,0.027368670731707317,NA,NA,31.954286,-84.08100999999999,35
48,309,Parts per million,0.11310472054794521,Texas,McLennan,Waco,Parts per billion,2.6729423465909092,Parts per million,0.029831217983651223,Parts per billion,0.32590950492264414,31.653086,-97.07070399999999,6.666666666666667
48,339,NA,NA,Texas,Montgomery,Conroe,Parts per billion,2.9553952231404956,Parts per million,0.02849892098092643,NA,NA,30.350302,-95.425128,12
48,349,NA,NA,Texas,Navarro,Corsicana,Parts per billion,1.928078212121212,Parts per million,0.02996775616438356,Parts per billion,1.0776581260273972,32.031934,-96.399141,5.333333333333333
48,355,NA,NA,Texas,Nueces,Corpus Christi,NA,NA,Parts per million,0.026903876033057852,Parts per billion,0.2327705532503458,27.76534,-97.43426199999999,5.5
48,361,NA,NA,Texas,Orange,West Orange,Parts per billion,4.6916472849315065,Parts per million,0.023437537499999998,NA,NA,30.085262999999998,-93.761341,8.5
48,367,NA,NA,Texas,Parker,Weatherford,NA,NA,Parts per million,0.03625595687331536,NA,NA,32.868773,-97.905931,9
48,373,NA,NA,Texas,Polk,Not in a city,NA,NA,Parts per million,0.027227677419354838,NA,NA,30.701700000000002,-94.6742,26
48,375,NA,NA,Texas,Potter,Amarillo,NA,NA,NA,NA,Parts per billion,0.27624762658227847,35.236736,-101.787405,0
48,381,NA,NA,Texas,Randall,Not in a city,NA,NA,Parts per million,0.03887794413407821,NA,NA,34.8803,-101.6649,17
48,397,NA,NA,Texas,Rockwall,Rockwall,NA,NA,Parts per million,0.032545689373297,NA,NA,32.936523,-96.459211,11
48,423,NA,NA,Texas,Smith,Tyler,Parts per billion,1.934817104109589,Parts per million,0.03106556438356164,NA,NA,32.344027,-95.41575399999999,10
48,439,Parts per million,0.3508208813559322,Texas,Tarrant,Fort Worth,NA,NA,NA,NA,NA,NA,32.81948466666667,-97.39054033333333,8.5
48,453,NA,NA,Texas,Travis,Austin,Parts per billion,9.519271180821917,Parts per million,0.03070627123287671,Parts per billion,0.2998578571428571,30.354436,-97.760255,5.333333333333333
48,469,NA,NA,Texas,Victoria,Victoria,NA,NA,Parts per million,0.0275798347107438,NA,NA,28.836214,-97.00552499999999,11
48,479,Parts per million,0.24857610437956204,Texas,Webb,Laredo,NA,NA,Parts per million,0.022517796703296702,NA,NA,27.517456,-99.515222,6
24,510,Parts per million,0.29453982302771853,Maryland,Baltimore (City),Baltimore,Parts per billion,13.000408940744625,NA,NA,NA,NA,39.31327,-76.57883899999999,32.5
29,510,NA,NA,Missouri,St. Louis City,St. Louis,NA,NA,NA,NA,Parts per billion,1.5397673561549101,38.656428999999996,-90.198348,11
51,650,Parts per million,0.28561395890410957,Virginia,Hampton City,Hampton,Parts per billion,3.788392268493151,Parts per million,0.03637378037383177,Parts per billion,0.7244032657534246,37.103733,-76.387017,14
51,710,Parts per million,0.2683448301369863,Virginia,Norfolk City,Norfolk,Parts per billion,8.177355574229692,NA,NA,Parts per billion,0.455531384180791,36.85555,-76.30135,9
51,760,Parts per million,0.2956458633802817,Virginia,Richmond City,Richmond,Parts per billion,14.31262909348442,NA,NA,NA,NA,37.59088,-77.46925,29
51,800,NA,NA,Virginia,Suffolk City,Suffolk,NA,NA,Parts per million,0.032207228710462284,NA,NA,36.90118,-76.43808,31
